sigla_provincia;codice_istat;denominazione_ita;codice_belfiore;data_inizio_validita;data_fine_validita;stato_validita
CZ;079005;ANDALI;A272;17/03/1861;;Attivo
SO;014003;ANDALO;A273;17/03/1861;01/06/1928;Inattivo
TN;022005;ANDALO;A274;10/01/1947;;Attivo
TN;022005;ANDALO;A274;14/02/1923;12/05/1928;Inattivo
TN;802011;ANDALO;A274;16/10/1920;13/02/1923;Inattivo
SO;014003;"ANDALO VALTELLINO";A273;02/06/1928;;Attivo
TO;001009;ANDEZENO;A275;17/03/1861;;Attivo
TN;022803;ANDOGNO;A276;14/02/1923;25/01/1928;Inattivo
TN;802012;ANDOGNO;A276;16/10/1920;13/02/1923;Inattivo
CN;004803;ANDONNO;A277;17/03/1861;31/12/1928;Inattivo
SV;009006;ANDORA;A278;12/01/1927;;Attivo
GE;010836;ANDORA;A278;17/03/1861;11/01/1927;Inattivo
VC;002802;"ANDORNO CACCIORNA";A279;12/01/1927;21/05/1929;Inattivo
NO;003911;"ANDORNO CACCIORNA";A279;17/03/1861;11/01/1927;Inattivo
VC;002005;"ANDORNO MICCA";A280;21/05/1929;15/04/1992;Inattivo
BI;096002;"ANDORNO MICCA";A280;16/04/1992;;Attivo
LE;075005;ANDRANO;A281;17/03/1861;;Attivo
TO;001010;ANDRATE;A282;05/10/1945;;Attivo
TO;001010;ANDRATE;A282;17/03/1861;11/01/1927;Inattivo
AO;007809;ANDRATE;A282;12/01/1927;04/10/1945;Inattivo
UD;030004;ANDREIS;A283;19/11/1866;05/04/1968;Inattivo
PN;093001;ANDREIS;A283;06/04/1968;;Attivo
AV;064003;ANDRETTA;A284;17/03/1861;;Attivo
BA;072005;ANDRIA;A285;17/03/1861;26/07/2009;Inattivo
BT;110001;ANDRIA;A285;27/07/2009;;Attivo
BZ;021002;ANDRIANO;A286;12/01/1927;01/01/1929;Inattivo
BZ;021002;ANDRIANO;A286;23/05/1953;;Attivo
TN;022947;ANDRIANO;A286;14/02/1923;11/01/1927;Inattivo
TN;802013;ANDRIANO;A286;16/10/1920;13/02/1923;Inattivo
SS;090004;ANELA;A287;17/03/1861;31/03/2025;Inattivo
SS;112002;Anela;A287;01/04/2025;;Attivo
BS;017005;ANFO;A288;17/03/1861;;Attivo
BS;017803;ANFURRO;A289;17/03/1861;12/05/1928;Inattivo
VA;012003;ANGERA;A290;12/01/1927;;Attivo
CO;013964;ANGERA;A290;17/03/1861;11/01/1927;Inattivo
AR;051001;ANGHIARI;A291;17/03/1861;;Attivo
VR;023003;ANGIARI;A292;19/11/1866;;Attivo
BS;017006;ANGOLO;A293;17/03/1861;16/07/1963;Inattivo
BS;017006;"ANGOLO TERME";A293;17/07/1963;;Attivo
SA;065007;ANGRI;A294;17/03/1861;;Attivo
TO;001011;ANGROGNA;A295;17/03/1861;;Attivo
RM;058005;"ANGUILLARA SABAZIA";A297;21/10/1872;;Attivo
PD;028004;"ANGUILLARA VENETA";A296;21/12/1883;;Attivo
UD;030824;ANHOVO;A298;08/02/1923;26/04/1923;Inattivo
GO;801006;ANHOVO;A298;05/01/1921;07/02/1923;Inattivo
UD;030824;"ANICOVA CORADA";A298;27/04/1923;11/01/1927;Inattivo
GO;031813;"ANICOVA CORADA";A298;12/01/1927;11/05/1928;Inattivo
CR;019003;ANNICCO;A299;17/03/1861;;Attivo
CO;013008;"ANNONE DI BRIANZA";A301;23/02/1863;15/04/1992;Inattivo
LC;097003;"ANNONE DI BRIANZA";A301;16/04/1992;;Attivo
VE;027001;"ANNONE VENETO";A302;05/08/1867;;Attivo
RC;080003;ANOIA;A303;17/03/1861;;Attivo
BG;016010;ANTEGNATE;A304;17/03/1861;;Attivo
AO;007002;"ANTEI SANT'ANDREA";A305;21/10/1939;29/01/1946;Inattivo
BZ;021003;ANTERIVO;A306;14/03/1948;;Attivo
TN;022948;ANTERIVO;A306;14/02/1923;26/09/1925;Inattivo
TN;022948;ANTERIVO;A306;17/06/1947;13/03/1948;Inattivo
TN;802014;ANTERIVO;A306;16/10/1920;13/02/1923;Inattivo
BZ;021804;ANTERSELVA;A307;12/01/1927;17/10/1928;Inattivo
TN;022949;ANTERSELVA;A307;14/02/1923;11/01/1927;Inattivo
TN;802015;ANTERSELVA;A307;16/10/1920;13/02/1923;Inattivo
TO;001874;"ANTEY SAINT ANDRE";A305;17/03/1861;11/01/1927;Inattivo
AO;007002;"ANTEY SAINT ANDRE";A305;12/01/1927;20/10/1939;Inattivo
AO;007002;"ANTEY SAINT ANDRE";A305;30/01/1946;01/01/1977;Inattivo
AO;007002;ANTEY-SAINT-ANDRE;A305;02/01/1977;;Attivo
RM;058006;"ANTICOLI CORRADO";A309;15/01/1871;;Attivo
RM;058864;"ANTICOLI DI CAMPAGNA";A310;18/10/1872;18/09/1911;Inattivo
PL;702702;ANTIGNANA;A311;08/02/1923;15/09/1947;Inattivo
PL;801007;ANTIGNANA;A311;05/01/1921;07/02/1923;Inattivo
AT;005003;ANTIGNANO;A312;08/04/1935;;Attivo
AL;006829;ANTIGNANO;A312;08/10/1880;07/04/1935;Inattivo
ME;083004;ANTILLO;A313;17/03/1861;;Attivo
RC;080004;ANTONIMINA;A314;17/03/1861;;Attivo
RI;057003;ANTRODOCO;A315;12/01/1927;;Attivo
AQ;066810;ANTRODOCO;A315;17/03/1861;11/01/1927;Inattivo
NO;003003;"ANTRONA SCHIERANCO";A317;31/05/1928;22/05/1992;Inattivo
VB;103001;"ANTRONA SCHIERANCO";A317;23/05/1992;;Attivo
NO;003806;ANTRONAPIANA;A316;17/03/1861;31/05/1928;Inattivo
AQ;066004;ANVERSA;A318;17/03/1861;10/11/1926;Inattivo
AQ;066004;"ANVERSA DEGLI ABRUZZI";A318;11/11/1926;;Attivo
AV;064810;"ANZANO DEGLI IRPINI";A320;29/12/1862;23/02/1929;Inattivo
FG;071003;"ANZANO DEGLI IRPINI";A320;24/02/1929;21/05/1931;Inattivo
CO;013009;"ANZANO DEL PARCO";A319;13/07/1863;;Attivo
FG;071003;"ANZANO DI PUGLIA";A320;22/05/1931;;Attivo
PZ;076004;ANZI;A321;17/03/1861;;Attivo
NO;003807;ANZINO;A322;17/03/1861;07/08/1928;Inattivo
RM;058007;ANZIO;A323;15/01/1871;11/12/1939;Inattivo
RM;058007;ANZIO;A323;05/06/1945;;Attivo
NO;003004;"ANZOLA D'OSSOLA";A325;03/08/1947;22/05/1992;Inattivo
NO;003004;"ANZOLA D'OSSOLA";A325;11/03/1864;29/07/1928;Inattivo
VB;103002;"ANZOLA D'OSSOLA";A325;23/05/1992;;Attivo
BO;037001;"ANZOLA DELL'EMILIA";A324;23/06/1864;;Attivo
TO;001875;AOSTA;A326;17/03/1861;11/01/1927;Inattivo
AO;007003;AOSTA;A326;12/01/1927;;Attivo
PU;041002;APECCHIO;A327;17/03/1861;;Attivo
BN;062003;APICE;A328;17/03/1861;;Attivo
MC;043002;APIRO;A329;17/03/1861;;Attivo
BN;062004;APOLLOSA;A330;17/03/1861;;Attivo
GE;010801;APPARIZIONE;A331;17/03/1861;05/02/1926;Inattivo
CO;013010;APPIANO;A333;19/04/1867;23/09/1926;Inattivo
BZ;021004;APPIANO;A332;12/01/1927;21/09/1971;Inattivo
TN;022950;APPIANO;A332;14/02/1923;11/01/1927;Inattivo
TN;802016;APPIANO;A332;16/10/1920;13/02/1923;Inattivo
CO;013010;"APPIANO GENTILE";A333;24/09/1926;;Attivo
BZ;021004;"APPIANO SULLA STRADA DEL VINO";A332;22/09/1971;;Attivo
MC;043003;APPIGNANO;A334;17/03/1861;;Attivo
AP;044005;"APPIGNANO DEL TRONTO";A335;28/03/1879;;Attivo
FU;701801;APRIANO;A336;09/03/1924;21/12/1931;Inattivo
PL;702803;APRIANO;A336;08/02/1923;08/03/1924;Inattivo
FU;801008;APRIANO;A336;05/01/1921;07/02/1923;Inattivo
SO;014004;APRICA;A337;04/01/1924;;Attivo
IM;008002;APRICALE;A338;17/03/1861;;Attivo
FG;071004;APRICENA;A339;17/03/1861;;Attivo
CS;078012;APRIGLIANO;A340;17/03/1861;;Attivo
LT;059001;APRILIA;A341;25/04/1936;;Attivo
MS;045802;APUANIA;A342;18/12/1938;04/03/1946;Inattivo
SA;065008;AQUARA;A343;17/03/1861;;Attivo
IM;008003;"AQUILA D'ARROSCIA";A344;10/11/1862;10/11/1928;Inattivo
IM;008003;"AQUILA D'ARROSCIA";A344;28/03/1947;;Attivo
AQ;066049;"AQUILA DEGLI ABRUZZI";A345;06/05/1863;10/01/1940;Inattivo
UD;030004;AQUILEIA;A346;06/04/1968;;Attivo
UD;030005;AQUILEIA;A346;08/02/1923;05/04/1968;Inattivo
UD;801009;AQUILEIA;A346;05/01/1921;07/02/1923;Inattivo
AV;064004;AQUILONIA;A347;29/12/1862;;Attivo
FR;060007;AQUINO;A348;12/01/1927;;Attivo
CE;061813;AQUINO;A348;17/03/1861;11/01/1927;Inattivo
NO;003808;ARA;A349;17/03/1861;21/01/1928;Inattivo
LE;075006;ARADEO;A350;17/03/1861;;Attivo
AG;084003;ARAGONA;A351;18/07/1892;;Attivo
AT;005004;ARAMENGO;A352;08/04/1935;;Attivo
AL;006830;ARAMENGO;A352;17/03/1861;07/04/1935;Inattivo
VC;002803;ARANCO;A353;12/01/1927;05/09/1928;Inattivo
NO;003912;ARANCO;A353;17/03/1861;11/01/1927;Inattivo
UD;030006;ARBA;A354;19/11/1866;05/04/1968;Inattivo
PN;093002;ARBA;A354;06/04/1968;;Attivo
NU;091095;"ARBATAX DI TORTOLI'";A355;12/05/1928;22/05/1941;Inattivo
VA;012803;ARBIZZO;A356;12/01/1927;15/08/1928;Inattivo
CO;013965;ARBIZZO;A356;17/03/1861;11/01/1927;Inattivo
CA;092005;ARBOREA;A357;08/03/1944;19/08/1974;Inattivo
OR;095006;ARBOREA;A357;20/08/1974;31/03/2025;Inattivo
OR;115006;Arborea;A357;01/04/2025;;Attivo
VC;002006;ARBORIO;A358;12/01/1927;;Attivo
NO;003913;ARBORIO;A358;17/03/1861;11/01/1927;Inattivo
CA;092001;ARBUS;A359;20/08/1974;31/12/2005;Inattivo
CA;092006;ARBUS;A359;17/03/1861;19/08/1974;Inattivo
VS;106001;ARBUS;A359;01/01/2006;27/04/2016;Inattivo
SU;111001;ARBUS;A359;28/04/2016;31/05/2025;Inattivo
VS;117001;Arbus;A359;01/06/2025;;Attivo
TV;026002;ARCADE;A360;19/11/1866;;Attivo
FR;060008;ARCE;A363;12/01/1927;;Attivo
CE;061814;ARCE;A363;17/03/1861;11/01/1927;Inattivo
CO;013807;ARCELLASCO;A364;17/03/1861;13/12/1928;Inattivo
BG;016011;ARCENE;A365;17/03/1861;;Attivo
AN;042003;ARCEVIA;A366;17/03/1861;;Attivo
CH;069002;ARCHI;A367;17/03/1861;;Attivo
GR;053001;ARCIDOSSO;A369;17/03/1861;;Attivo
RM;058008;"ARCINAZZO ROMANO";A370;13/06/1891;;Attivo
VA;012004;ARCISATE;A371;12/01/1927;;Attivo
CO;013966;ARCISATE;A371;17/03/1861;11/01/1927;Inattivo
TN;022006;ARCO;A372;14/02/1923;;Attivo
TN;802017;ARCO;A372;16/10/1920;13/02/1923;Inattivo
GE;010837;ARCOLA;A373;07/04/1870;21/12/1923;Inattivo
SP;011002;ARCOLA;A373;22/12/1923;;Attivo
VR;023004;ARCOLE;A374;19/11/1866;;Attivo
MI;015007;ARCONATE;A375;22/07/1869;;Attivo
MI;015008;ARCORE;A376;11/10/1869;29/06/2009;Inattivo
MB;108004;ARCORE;A376;30/06/2009;;Attivo
VI;024006;ARCUGNANO;A377;19/11/1866;;Attivo
VA;012804;ARCUMEGGIA;A378;12/01/1927;17/01/1928;Inattivo
CO;013967;ARCUMEGGIA;A378;17/03/1861;11/01/1927;Inattivo
SS;090005;ARDARA;A379;17/03/1861;31/03/2025;Inattivo
SS;112003;Ardara;A379;01/04/2025;;Attivo
CA;092007;ARDAULI;A380;17/03/1861;19/08/1974;Inattivo
OR;095007;ARDAULI;A380;20/08/1974;31/03/2025;Inattivo
OR;115007;Ardauli;A380;01/04/2025;;Attivo
RM;058117;ARDEA;M213;27/05/1970;;Attivo
VA;012805;ARDENA;A381;12/01/1927;05/09/1928;Inattivo
CO;013968;ARDENA;A381;17/03/1861;11/01/1927;Inattivo
SO;014005;ARDENNO;A382;17/03/1861;;Attivo
BG;016012;ARDESIO;A383;17/03/1861;;Attivo
RC;080005;ARDORE;A385;17/03/1861;;Attivo
CZ;079006;ARENA;A386;17/03/1861;15/04/1992;Inattivo
VV;102002;ARENA;A386;16/04/1992;;Attivo
PV;018005;"ARENA PO";A387;10/08/1863;;Attivo
GE;010001;ARENZANO;A388;17/03/1861;;Attivo
MI;015009;ARESE;A389;17/03/1861;;Attivo
AR;051002;AREZZO;A390;17/03/1861;;Attivo
CO;013011;ARGEGNO;A391;17/03/1861;;Attivo
BO;037002;ARGELATO;A392;17/03/1861;;Attivo
FE;038001;ARGENTA;A393;17/03/1861;;Attivo
CN;004006;ARGENTERA;A394;17/03/1861;;Attivo
CN;004007;ARGUELLO;A396;17/03/1861;01/05/1928;Inattivo
CN;004007;ARGUELLO;A396;30/03/1947;;Attivo
CZ;079007;ARGUSTO;A397;17/03/1861;;Attivo
CH;069003;ARI;A398;17/03/1861;;Attivo
AV;064005;"ARIANO DI PUGLIA";A399;31/12/1868;16/07/1930;Inattivo
AV;064005;"ARIANO IRPINO";A399;17/07/1930;;Attivo
RO;029002;"ARIANO NEL POLESINE";A400;22/07/1867;;Attivo
RM;058009;ARICCIA;A401;15/01/1871;;Attivo
CH;069004;ARIELLI;A402;17/03/1861;;Attivo
CE;061004;ARIENZO;A403;17/03/1861;11/01/1927;Inattivo
CE;061004;ARIENZO;A403;21/12/1946;;Attivo
NA;063815;ARIENZO;A403;12/01/1927;25/09/1928;Inattivo
CE;061802;"ARIENZO SAN FELICE";A404;01/09/1945;21/12/1946;Inattivo
NA;063816;"ARIENZO SAN FELICE";A404;25/09/1928;31/08/1945;Inattivo
TO;001012;ARIGNANO;A405;17/03/1861;;Attivo
AQ;066801;ARISCHIA;A406;17/03/1861;20/09/1927;Inattivo
NU;091001;ARITZO;A407;12/01/1927;30/04/2025;Inattivo
CA;092813;ARITZO;A407;17/03/1861;11/01/1927;Inattivo
NU;114001;Aritzo;A407;01/05/2025;;Attivo
CA;092801;ARIXI;A408;17/03/1861;24/04/1927;Inattivo
NO;003005;ARIZZANO;A409;07/01/1928;22/05/1992;Inattivo
NO;003809;ARIZZANO;A409;17/03/1861;04/07/1911;Inattivo
VB;103003;ARIZZANO;A409;23/05/1992;;Attivo
NO;003810;"ARIZZANO INFERIORE";A410;04/07/1911;03/12/1927;Inattivo
NO;003811;"ARIZZANO SUPERIORE";A411;04/07/1911;07/01/1928;Inattivo
VT;056002;"ARLENA DI CASTRO";A412;12/01/1927;;Attivo
RM;058808;"ARLENA DI CASTRO";A412;23/09/1876;11/01/1927;Inattivo
MI;015010;ARLUNO;A413;17/03/1861;;Attivo
NO;003006;ARMENO;A414;17/03/1861;;Attivo
PZ;076005;ARMENTO;A415;17/03/1861;;Attivo
VA;012806;ARMIO;A416;12/01/1927;06/08/1928;Inattivo
CO;013969;ARMIO;A416;17/03/1861;11/01/1927;Inattivo
IM;008004;ARMO;A418;17/03/1861;05/09/1928;Inattivo
IM;008004;ARMO;A418;24/03/1949;;Attivo
TN;017804;ARMO;A417;14/02/1923;28/02/1929;Inattivo
TN;802018;ARMO;A417;16/10/1920;13/02/1923;Inattivo
CA;092002;ARMUNGIA;A419;20/08/1974;27/04/2016;Inattivo
CA;092008;ARMUNGIA;A419;17/03/1861;19/08/1974;Inattivo
SU;111002;ARMUNGIA;A419;28/04/2016;31/05/2025;Inattivo
CA;118001;Armungia;A419;01/06/2025;;Attivo
AO;007004;ARNAD;A424;02/01/1977;;Attivo
TN;022804;ARNAGO;A420;14/02/1923;05/09/1928;Inattivo
TN;802019;ARNAGO;A420;16/10/1920;13/02/1923;Inattivo
RM;058809;ARNARA;A421;15/01/1871;11/01/1927;Inattivo
FR;060009;ARNARA;A421;12/01/1927;;Attivo
SV;009007;ARNASCO;A422;12/01/1927;;Attivo
GE;010838;ARNASCO;A422;17/03/1861;11/01/1927;Inattivo
TO;001876;ARNAZ;A424;17/03/1861;11/01/1927;Inattivo
AO;007004;ARNAZ;A424;12/01/1927;14/08/1928;Inattivo
AO;007004;ARNAZ;A424;10/03/1946;01/01/1977;Inattivo
LE;075007;ARNESANO;A425;17/03/1861;;Attivo
TN;022809;ARNO';A426;01/01/1929;19/05/1931;Inattivo
NO;003007;AROLA;A427;12/03/1955;22/05/1992;Inattivo
NO;003007;AROLA;A427;17/03/1861;21/02/1928;Inattivo
VB;103004;AROLA;A427;23/05/1992;;Attivo
VA;012808;AROLO;A428;12/01/1927;07/01/1928;Inattivo
CO;013970;AROLO;A428;17/03/1861;11/01/1927;Inattivo
NO;003008;ARONA;A429;17/03/1861;;Attivo
CO;013012;AROSIO;A430;17/03/1861;16/05/1929;Inattivo
CO;013012;AROSIO;A430;05/04/1950;;Attivo
BN;062005;ARPAIA;A431;17/03/1861;;Attivo
BN;062006;ARPAISE;A432;17/03/1861;;Attivo
FR;060010;ARPINO;A433;12/01/1927;;Attivo
CE;061815;ARPINO;A433;17/03/1861;11/01/1927;Inattivo
PD;028005;"ARQUA' PETRARCA";A434;14/02/1868;;Attivo
RO;029003;"ARQUA' POLESINE";A435;13/07/1868;;Attivo
AP;044006;"ARQUATA DEL TRONTO";A437;24/11/1862;;Attivo
AL;006009;"ARQUATA SCRIVIA";A436;26/01/1863;;Attivo
PD;028006;ARRE;A438;19/11/1866;;Attivo
PG;054812;ARRONE;A439;22/03/1875;11/01/1927;Inattivo
TR;055005;ARRONE;A439;12/01/1927;;Attivo
VA;012005;ARSAGO;A441;12/01/1927;05/02/1948;Inattivo
MI;015987;ARSAGO;A441;10/06/1872;11/01/1927;Inattivo
BG;016013;ARSAGO;A440;17/03/1861;01/07/1929;Inattivo
VA;012005;"ARSAGO SEPRIO";A441;06/02/1948;;Attivo
PL;702703;ARSIA;A442;06/11/1937;15/09/1947;Inattivo
BL;025004;ARSIE';A443;19/11/1866;;Attivo
VI;024007;ARSIERO;A444;19/11/1866;;Attivo
TE;067003;ARSITA;A445;05/01/1906;;Attivo
RM;058010;ARSOLI;A446;15/01/1871;;Attivo
UD;030007;ARTA;A447;19/11/1866;14/08/1965;Inattivo
UD;030005;"ARTA TERME";A447;06/04/1968;;Attivo
UD;030007;"ARTA TERME";A447;15/08/1965;05/04/1968;Inattivo
UD;030006;ARTEGNA;A448;06/04/1968;;Attivo
UD;030008;ARTEGNA;A448;19/11/1866;05/04/1968;Inattivo
RM;058011;ARTENA;A449;06/03/1873;;Attivo
NO;003812;ARTO';A450;17/03/1861;07/03/1928;Inattivo
BS;017007;ARTOGNE;A451;14/02/1957;;Attivo
BS;017007;ARTOGNE;A451;17/03/1861;21/02/1929;Inattivo
AO;007005;ARVIE;A452;21/10/1939;29/01/1946;Inattivo
TO;001877;ARVIER;A452;17/03/1861;11/01/1927;Inattivo
AO;007005;ARVIER;A452;12/01/1927;20/10/1939;Inattivo
AO;007005;ARVIER;A452;30/01/1946;;Attivo
SS;090006;ARZACHENA;A453;19/10/1920;31/12/2005;Inattivo
SS;090006;ARZACHENA;A453;28/04/2016;31/03/2025;Inattivo
OT;104004;ARZACHENA;A453;01/01/2006;27/04/2016;Inattivo
OT;113004;Arzachena;A453;01/04/2025;;Attivo
BG;016013;"ARZAGO D'ADDA";A440;02/07/1929;;Attivo
NU;091002;ARZANA;A454;12/01/1927;31/12/2005;Inattivo
NU;091002;ARZANA;A454;28/04/2016;30/04/2025;Inattivo
CA;092814;ARZANA;A454;17/03/1861;11/01/1927;Inattivo
OG;105001;ARZANA;A454;01/01/2006;27/04/2016;Inattivo
OG;116001;Arzana;A454;01/05/2025;;Attivo
NA;063005;ARZANO;A455;17/03/1861;;Attivo
UD;030009;ARZENE;A456;19/11/1866;15/12/1928;Inattivo
UD;030009;ARZENE;A456;24/12/1946;05/04/1968;Inattivo
PN;093003;ARZENE;A456;06/04/1968;31/12/2014;Inattivo
IM;008801;"ARZENO D'ONEGLIA";A457;22/08/1925;16/03/1929;Inattivo
IM;008801;"ARZENO D'ONEGLIA";A457;28/01/1889;21/12/1923;Inattivo
PD;028007;ARZERGRANDE;A458;19/11/1866;;Attivo
VI;024008;ARZIGNANO;A459;19/11/1866;;Attivo
SA;065009;ASCEA;A460;17/03/1861;;Attivo
SI;052002;ASCIANO;A461;17/03/1861;;Attivo
AP;044007;"ASCOLI PICENO";A462;17/01/1867;;Attivo
FG;071005;"ASCOLI SATRIANO";A463;10/11/1862;;Attivo
PG;054813;ASCREA;A464;17/03/1861;18/03/1923;Inattivo
RI;057004;ASCREA;A464;12/01/1927;;Attivo
RM;058810;ASCREA;A464;19/03/1923;11/01/1927;Inattivo
VI;024009;ASIAGO;A465;19/11/1866;;Attivo
VC;002007;ASIGLIANO;A466;12/01/1927;08/03/1928;Inattivo
NO;003914;ASIGLIANO;A466;17/03/1861;11/01/1927;Inattivo
VI;024010;ASIGLIANO;A467;23/01/1909;08/08/1928;Inattivo
VI;024010;"ASIGLIANO VENETO";A467;09/08/1928;;Attivo
VC;002007;"ASIGLIANO VERCELLESE";A466;09/03/1928;;Attivo
CO;013808;ASNAGO;A469;17/03/1861;02/12/1928;Inattivo
MN;020002;ASOLA;A470;01/07/1868;;Attivo
TV;026003;ASOLO;A471;19/11/1866;;Attivo
PG;054820;"ASPRA SABINA";A472;17/03/1861;18/03/1923;Inattivo
RI;057012;"ASPRA SABINA";A472;12/01/1927;16/08/1947;Inattivo
RM;058832;"ASPRA SABINA";A472;19/03/1923;11/01/1927;Inattivo
MI;015011;ASSAGO;A473;17/03/1861;;Attivo
CA;092003;ASSEMINI;A474;20/08/1974;31/05/2025;Inattivo
CA;092009;ASSEMINI;A474;17/03/1861;19/08/1974;Inattivo
CA;118002;Assemini;A474;01/06/2025;;Attivo
PG;054001;ASSISI;A475;17/03/1861;;Attivo
CO;013013;ASSO;A476;12/07/1880;;Attivo
CA;092010;ASSOLO;A477;08/02/1946;19/08/1974;Inattivo
CA;092010;ASSOLO;A477;17/03/1861;26/06/1928;Inattivo
OR;095008;ASSOLO;A477;20/08/1974;31/03/2025;Inattivo
OR;115008;Assolo;A477;01/04/2025;;Attivo
EN;086003;ASSORO;A478;12/01/1927;;Attivo
CT;087804;ASSORO;A478;17/03/1861;11/01/1927;Inattivo
AT;005005;ASTI;A479;08/04/1935;;Attivo
AL;006831;ASTI;A479;04/11/1876;07/04/1935;Inattivo
CA;092011;ASUNI;A480;17/03/1861;19/08/1974;Inattivo
OR;095009;ASUNI;A480;20/08/1974;31/03/2025;Inattivo
OR;115009;Asuni;A480;01/04/2025;;Attivo
AQ;066005;ATELETA;A481;17/03/1861;;Attivo
PZ;076006;ATELLA;A482;10/07/1882;;Attivo
CE;061803;"ATELLA DI NAPOLI";A483;01/09/1945;26/04/1946;Inattivo
NA;063817;"ATELLA DI NAPOLI";A483;29/05/1928;31/08/1945;Inattivo
SA;065010;"ATENA LUCANA";A484;24/05/1880;;Attivo
CH;069005;ATESSA;A485;17/03/1861;;Attivo
FR;060011;ATINA;A486;12/01/1927;;Attivo
CE;061816;ATINA;A486;17/03/1861;11/01/1927;Inattivo
SA;065011;ATRANI;A487;17/03/1861;09/03/1929;Inattivo
SA;065011;ATRANI;A487;19/07/1945;;Attivo
TE;067004;ATRI;A488;17/03/1861;;Attivo
AV;064006;ATRIPALDA;A489;26/04/1869;;Attivo
PG;054814;ATTIGLIANO;A490;17/03/1861;11/01/1927;Inattivo
TR;055006;ATTIGLIANO;A490;12/01/1927;;Attivo
UD;030007;ATTIMIS;A491;06/04/1968;;Attivo
UD;030010;ATTIMIS;A491;19/11/1866;05/04/1968;Inattivo
NU;091003;ATZARA;A492;12/01/1927;30/04/2025;Inattivo
CA;092815;ATZARA;A492;17/03/1861;11/01/1927;Inattivo
NU;114002;Atzara;A492;01/05/2025;;Attivo
TS;032806;AUBER;A148;08/02/1923;26/04/1923;Inattivo
TS;801004;AUBER;A148;05/01/1921;07/02/1923;Inattivo
PU;041003;AUDITORE;A493;17/03/1861;31/12/2018;Inattivo
SR;089001;AUGUSTA;A494;17/03/1861;;Attivo
SA;065012;AULETTA;A495;17/03/1861;;Attivo
MS;045001;AULLA;A496;22/04/1881;;Attivo
NO;003009;AURANO;A497;17/03/1861;22/05/1992;Inattivo
VB;103005;AURANO;A497;23/05/1992;;Attivo
TS;032807;"AUREMO DI SOPRA";A498;08/02/1923;01/06/1927;Inattivo
TS;801010;"AUREMO DI SOPRA";A498;05/01/1921;07/02/1923;Inattivo
IM;008005;AURIGO;A499;17/03/1861;07/12/1928;Inattivo
IM;008005;AURIGO;A499;04/06/1954;;Attivo
TS;032801;AURISINA;A500;27/04/1923;08/09/1928;Inattivo
BL;025005;AURONZO;A501;19/11/1866;08/03/1961;Inattivo
BL;025005;"AURONZO DI CADORE";A501;09/03/1961;;Attivo
FR;060012;AUSONIA;A502;12/01/1927;;Attivo
CE;061817;AUSONIA;A502;06/10/1862;11/01/1927;Inattivo
NU;091004;AUSTIS;A503;12/01/1927;30/04/2025;Inattivo
CA;092816;AUSTIS;A503;17/03/1861;11/01/1927;Inattivo
NU;114003;Austis;A503;01/05/2025;;Attivo
NO;003813;AUZATE;A504;17/03/1861;22/02/1928;Inattivo
UD;030825;AUZZA;A505;08/02/1923;11/01/1927;Inattivo
GO;031814;AUZZA;A505;12/01/1927;12/03/1928;Inattivo
GO;801012;AUZZA;A505;05/01/1921;07/02/1923;Inattivo
GE;010002;AVEGNO;A506;03/11/1877;;Attivo
BZ;021005;AVELENGO;A507;12/01/1927;13/06/1931;Inattivo
BZ;021005;AVELENGO;A507;12/06/1957;;Attivo
TN;022951;AVELENGO;A507;27/04/1923;11/01/1927;Inattivo
TN;022951;AVELIGNA;A507;14/02/1923;26/04/1923;Inattivo
TN;802020;AVELIGNA;A507;16/10/1920;13/02/1923;Inattivo
AV;064007;AVELLA;A508;17/03/1861;;Attivo
AV;064008;AVELLINO;A509;17/03/1861;;Attivo
BS;017805;AVENONE;A510;17/03/1861;30/11/1928;Inattivo
BG;016014;AVERARA;A511;17/03/1861;;Attivo
CE;061005;AVERSA;A512;01/09/1945;;Attivo
CE;061005;AVERSA;A512;17/03/1861;11/01/1927;Inattivo
NA;063818;AVERSA;A512;12/01/1927;31/08/1945;Inattivo
VR;023801;AVESA;A513;19/11/1866;15/02/1927;Inattivo
TA;073001;AVETRANA;A514;22/12/1923;;Attivo
LE;075801;AVETRANA;A514;17/03/1861;21/12/1923;Inattivo
AQ;066006;AVEZZANO;A515;17/03/1861;;Attivo
UD;030011;AVIANO;A516;19/11/1866;05/04/1968;Inattivo
PN;093004;AVIANO;A516;06/04/1968;;Attivo
BG;016015;AVIATICO;A517;17/03/1861;;Attivo
TO;001013;AVIGLIANA;A518;17/03/1861;;Attivo
PZ;076007;AVIGLIANO;A519;10/07/1882;;Attivo
TR;055033;"AVIGLIANO UMBRO";M258;24/04/1975;;Attivo
TN;022007;AVIO;A520;14/02/1923;;Attivo
TN;802021;AVIO;A520;16/10/1920;13/02/1923;Inattivo
TO;001878;AVISE;A521;17/03/1861;11/01/1927;Inattivo
AO;007006;AVISE;A521;12/01/1927;16/04/1928;Inattivo
AO;007006;AVISE;A521;10/03/1946;;Attivo
SR;089002;AVOLA;A522;17/03/1861;;Attivo
AL;006010;AVOLASCA;A523;17/03/1861;;Attivo
TO;001802;"AVUGLIONE E VERNONE";A524;17/03/1861;17/01/1928;Inattivo
TO;001879;AYAS;A094;17/03/1861;11/01/1927;Inattivo
